site_id,sitename,address,city,state,zip,lat,lon,accuracy,bos_district,council_distict,councill_code,elementary_dist,hs_dist,unified_dist,state_assembly_dist,state_senate_dist,congressional_dist
1329,GOMPERS PREPARATORY ACADEMY,1005 47th Street,San Diego,CA,92102.0,32.716111,-117.09357,HIGH,1.0,4.0,SD,,,UNIFIED SAN DIEGO,80.0,40.0,51.0
1333,GOOD SHEPHERD CATHOLIC SCHOOL,,,,92126.0,32.9056083,-117.1485892,LOW,3.0,6.0,SD,,,UNIFIED SAN DIEGO,77.0,39.0,52.0
1337,GRANGER JUNIOR HIGH,2101 Granger Avenue,National City,CA,91950.0,32.672621,-117.07383,HIGH,1.0,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,79.0,40.0,51.0
1341,GRANITE HILLS HIGH,1719 EAST MADISON AVE.,EL CAJON,CA,92019.0,32.799879,-116.91678780000001,HIGH,2.0,3.0,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71.0,38.0,50.0
1345,GRANT K-8,1425 Washington Place,San Diego,CA,92103.0,32.749893,-117.17562,HIGH,4.0,3.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,53.0
1349,GRAPEVINE ELEMENTARY,630 Grapevine Road,Vista,CA,92083.0,33.199834,-117.27373999999999,HIGH,5.0,3.0,VS,,,UNIFIED VISTA,76.0,36.0,49.0
1353,GRAVES SUMMIT SCHOOL,,,,92020.0,32.7806167,-116.98629229999999,LOW,2.0,1.0,EC,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,71.0,38.0,53.0
1357,GREATER SAN DIEGO ACADEMY,14567 Lyons Valley Road,Jamul,CA,91935.0,32.729357,-116.85315,HIGH,2.0,,,GEN ELEM JAMUL-DULZURA UNION,HIGH GROSSMONT UNION,,71.0,40.0,50.0
1361,GREEN ELEMENTARY,7030 Wandermere Place,San Diego,CA,92119.0,32.796445,-117.04495,HIGH,2.0,7.0,SD,,,UNIFIED SAN DIEGO,79.0,39.0,53.0
1365,GREENFIELD MIDDLE,1495 GREENFIELD DR.,EL CAJON,CA,92021.0,32.8107543,-116.9288459,HIGH,2.0,3.0,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71.0,38.0,50.0
1369,GREENTREE-ANNEX,,,,92103.0,32.7542465,-117.1481331,LOW,4.0,3.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,53.0
1373,GROSSMONT HIGH,1100 Murray Drive,La Mesa,CA,92020.0,32.78067,-116.98498000000001,HIGH,2.0,1.0,EC,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,71.0,38.0,53.0
1377,GROSSMONT MIDDLE COLLEGE HIGH,8800 Grossmont College Drive,El Cajon,CA,92020.0,32.814927000000004,-117.00889,HIGH,2.0,1.0,EC,GEN ELEM SANTEE,HIGH GROSSMONT UNION,,71.0,38.0,53.0
1381,GROSSMONT SECONDARY,111 Fletcher Parkway,El Cajon,CA,92020.0,32.806734000000006,-116.96305,HIGH,2.0,1.0,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71.0,38.0,53.0
1385,GUAJOME LEARNING CENTER,2000 North Santa Fe Avenue,Vista,CA,92083.0,33.230575,-117.25013999999999,HIGH,5.0,1.0,VS,,,UNIFIED VISTA,76.0,36.0,49.0
1389,GUAJOME PARK ACADEMY CHARTER,2000 North Santa Fe Avenue,Vista,CA,92084.0,33.23012,-117.24877,HIGH,5.0,1.0,VS,,,UNIFIED VISTA,76.0,36.0,49.0
1393,HAGE ELEMENTARY,9750 Galvin Avenue,San Diego,CA,92126.0,32.920514000000004,-117.12093999999999,HIGH,3.0,6.0,SD,,,UNIFIED SAN DIEGO,77.0,39.0,52.0
1397,HALECREST ELEMENTARY,475 East J Street,Chula Vista,CA,91910.0,32.634394,-117.04331,HIGH,1.0,2.0,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80.0,40.0,53.0
1401,HAMILTON ELEMENTARY,2807 Fairmount Avenue,San Diego,CA,92105.0,32.736135,-117.10096000000001,HIGH,4.0,9.0,SD,,,UNIFIED SAN DIEGO,80.0,40.0,51.0
1405,HANCOCK ELEMENTARY,3303 Taussig Street,San Diego,CA,92124.0,32.805301,-117.10799999999999,HIGH,3.0,7.0,SD,,,UNIFIED SAN DIEGO,79.0,39.0,52.0
1409,HANNALEI ELEMENTARY,120 HANNALEI DR.,VISTA,CA,92083.0,33.17812,-117.2167209,HIGH,5.0,,,,,UNIFIED VISTA,75.0,36.0,49.0
1413,HANSON ELEMENTARY,2520 Boundary Avenue,Ramona,CA,92065.0,33.018565,-116.89073,HIGH,2.0,,,,,UNIFIED RAMONA,71.0,38.0,50.0
1417,HARBOR SPRINGS CHARTER,1704 Cape Horn,Julian,CA,92036.0,33.078652000000005,-116.59486000000001,HIGH,2.0,,,GEN ELEM JULIAN UNION,HIGH JULIAN UNION,,71.0,38.0,50.0
1421,HARBORSIDE ELEMENTARY,681 Naples Street,Chula Vista,CA,91911.0,32.609058000000005,-117.08551000000001,HIGH,1.0,4.0,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80.0,40.0,51.0
1425,HARDY ELEMENTARY,5420 Montezuma Road,San Diego,CA,92115.0,32.771215999999995,-117.07973999999999,HIGH,2.0,9.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,53.0
1429,HARRIET TUBMAN VILLAGE CHARTER,6880 Mohawk Street,San Diego,CA,92115.0,32.769775,-117.04975,HIGH,2.0,9.0,SD,,,UNIFIED SAN DIEGO,79.0,39.0,53.0
1433,HAWKING S.T.E.A.M. CHARTER,1355 Second Avenue,Chula Vista,CA,91911.0,32.605903999999995,-117.06115,HIGH,1.0,4.0,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80.0,40.0,51.0
1441,HAWTHORNE CDC,,,,92117.0,32.8387773,-117.18779520000001,LOW,4.0,6.0,SD,,,UNIFIED SAN DIEGO,77.0,39.0,52.0
1445,HAWTHORNE ELEMENTARY,4750 Lehrer Drive,San Diego,CA,92117.0,32.838493,-117.18863999999999,HIGH,4.0,6.0,SD,,,UNIFIED SAN DIEGO,77.0,39.0,52.0
1449,HEALTH SCIENCES HIGH,"3910 University Avenue, Suite 100",San Diego,CA,92105.0,32.749745000000004,-117.11046999999999,HIGH,4.0,9.0,SD,,,UNIFIED SAN DIEGO,80.0,40.0,51.0
1453,HEALTH SCIENCES MIDDLE,"3910 University Avenue, Suite 100",San Diego,CA,92105.0,32.749928000000004,-117.11,HIGH,4.0,9.0,SD,,,UNIFIED SAN DIEGO,80.0,40.0,51.0
1457,HEARST ELEMENTARY,6230 Del Cerro Boulevard,San Diego,CA,92120.0,32.782889000000004,-117.06432,HIGH,2.0,7.0,SD,,,UNIFIED SAN DIEGO,79.0,39.0,53.0
1461,HEDENKAMP (ANNE AND WILLIAM) ELEMENTARY,930 East Palomar,Chula Vista,CA,91913.0,32.61674,-117.015,HIGH,1.0,3.0,CV,GEN ELEM CHULA VISTA,HIGH SWEETWATER UNION,,79.0,40.0,53.0
1465,HELIX HIGH,7323 UNIVERSITY AVE.,LA MESA,CA,91941.0,32.7540843,-117.0365691,HIGH,2.0,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,79.0,38.0,53.0
1469,HENRY HIGH,6702 Wandermere Drive,San Diego,CA,92120.0,32.796333000000004,-117.05148,HIGH,2.0,7.0,SD,,,UNIFIED SAN DIEGO,79.0,39.0,53.0
1473,HERITAGE DIGITAL ACADEMY CHARTER MIDDLE,2255 East Valley Parkway,Escondido,CA,92027.0,33.139753999999996,-117.04708000000001,HIGH,3.0,3.0,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75.0,38.0,50.0
1477,HERITAGE ELEMENTARY,1450 Santa Lucia Road,Chula Vista,CA,91913.0,32.626236,-116.9953,HIGH,1.0,3.0,CV,GEN ELEM CHULA VISTA,HIGH SWEETWATER UNION,,79.0,40.0,53.0
1481,HERITAGE K-8 CHARTER,1855 East Valley Parkway,Escondido,CA,92027.0,33.136223,-117.05448,HIGH,3.0,3.0,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75.0,38.0,50.0
1485,HICKMAN ELEMENTARY,10850 Montongo Street,San Diego,CA,92126.0,32.914994,-117.15223999999999,HIGH,3.0,6.0,SD,,,UNIFIED SAN DIEGO,77.0,39.0,52.0
1489,HIDDEN VALLEY MIDDLE,2700 Reed Road,Escondido,CA,92027.0,33.133732,-117.03329,HIGH,3.0,3.0,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75.0,38.0,50.0
1493,HIGH TECH ELEMENTARY,2150 Cushing Road,San Diego,CA,92106.0,32.731713,-117.21736999999999,HIGH,4.0,2.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,52.0
1497,HIGH TECH ELEMENTARY CHULA VISTA,1949 Discovery Falls Drive,Chula Vista,CA,91915.0,32.619240999999995,-116.95858,HIGH,1.0,3.0,CV,GEN ELEM CHULA VISTA,HIGH SWEETWATER UNION,,79.0,40.0,53.0
1501,HIGH TECH ELEMENTARY EXPLORER,2230 Truxtun Road 1st Floor,San Diego,CA,92106.0,32.734604,-117.21975,HIGH,4.0,2.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,52.0
1505,HIGH TECH ELEMENTARY NORTH COUNTY,1480 West San Marcos Boulevard,San Marcos,CA,92078.0,33.131439,-117.20376999999999,HIGH,5.0,3.0,SM,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",75.0,38.0,50.0
1509,HIGH TECH HIGH,2861 Womble Road,San Diego,CA,92106.0,32.73404,-117.21513999999999,HIGH,4.0,2.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,52.0
1513,HIGH TECH HIGH INTERNATIONAL,2855 Farragut Road,San Diego,CA,92106.0,32.732613,-117.21739,HIGH,4.0,2.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,52.0
1517,HIGH TECH HIGH MEDIA ARTS,2230 Truxtun Road Third Floor,San Diego,CA,92106.0,32.734734,-117.2197,HIGH,4.0,2.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,52.0
1521,HIGH TECH HIGH MESA,5331 Mount Alifan,San Diego,CA,92111.0,32.815661,-117.18078999999999,HIGH,4.0,6.0,SD,,,UNIFIED SAN DIEGO,77.0,39.0,52.0
1525,HIGH TECH HIGH NORTH COUNTY,1420 San Marcos Boulevard,San Marcos,CA,92078.0,33.131485999999995,-117.20153,HIGH,5.0,3.0,SM,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",75.0,38.0,50.0
1529,HIGH TECH MIDDLE,2359 Truxtun Road,San Diego,CA,92106.0,32.735240000000005,-117.21805,HIGH,4.0,2.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,52.0
1533,HIGH TECH MIDDLE CHULA VISTA,1949 Discovery Falls Drive,Chula Vista,CA,91915.0,32.619240999999995,-116.95858,HIGH,1.0,3.0,CV,GEN ELEM CHULA VISTA,HIGH SWEETWATER UNION,,79.0,40.0,53.0
1537,HIGH TECH MIDDLE MEDIA ARTS,"2230 Truxtun Road, 2nd Floor",San Diego,CA,92106.0,32.734604,-117.21975,HIGH,4.0,2.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,52.0
1541,HIGH TECH MIDDLE NORTH COUNTY,1460 West San Marcos Boulevard,San Marcos,CA,92078.0,33.131433,-117.20232,HIGH,5.0,3.0,SM,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",75.0,38.0,50.0
1545,HIGHLAND RANCH ELEMENTARY,14840 Waverley Downs Way,San Diego,CA,92128.0,32.984064000000004,-117.07108000000001,HIGH,3.0,5.0,SD,,,UNIFIED POWAY,77.0,38.0,52.0
1549,HIGHLANDS ELEMENTARY,3131 South Barcelona Street,Spring Valley,CA,91977.0,32.737305,-116.98155,HIGH,2.0,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,71.0,38.0,53.0
1553,HILL CREEK ELEMENTARY,9665 Jeremy Street,Santee,CA,92071.0,32.852951000000004,-116.96326,HIGH,2.0,2.0,ST,GEN ELEM SANTEE,HIGH GROSSMONT UNION,,71.0,38.0,50.0
1557,HILLSDALE MIDDLE,1301 Brabham Street,El Cajon,CA,92019.0,32.74944,-116.9324,HIGH,2.0,,,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71.0,38.0,50.0
1561,HILLSIDE JUNIOR/SENIOR HIGH,3305 Buckman Springs Road,Pine Valley,CA,91962.0,32.734352,-116.49293999999999,HIGH,2.0,,,,,UNIFIED MT EMPIRE,71.0,40.0,51.0
1565,HILLTOP DRIVE ELEMENTARY,30 MURRAY ST.,CHULA VISTA,CA,91910.0,32.6320422,-117.0640999,HIGH,1.0,2.0,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80.0,40.0,51.0
1569,HILLTOP MIDDLE,44 EAST J ST.,CHULA VISTA,CA,91910.0,32.6302365,-117.060606,HIGH,1.0,2.0,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80.0,40.0,51.0
1573,HILLTOP SENIOR HIGH,555 Claire Avenue,Chula Vista,CA,91910.0,32.636851,-117.0599,HIGH,1.0,2.0,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80.0,40.0,51.0
1577,HOLLY DRIVE LEADERSHIP ACADEMY,4801 Elm Street,San Diego,CA,92102.0,32.724151,-117.09257,HIGH,4.0,4.0,SD,,,UNIFIED SAN DIEGO,80.0,40.0,51.0
1581,HOLMES ELEMENTARY,4902 Mount Ararat Drive,San Diego,CA,92111.0,32.810047,-117.18916000000002,HIGH,4.0,6.0,SD,,,UNIFIED SAN DIEGO,77.0,39.0,52.0
1585,HOLY TRINITY ELEMENTARY,,,,92019.0,32.7902113,-116.9411521,LOW,2.0,4.0,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71.0,38.0,50.0
1589,HOME & HOSP/TRANSITION SUPPORT,"4100 Normal Street, Annex 14",San Diego,CA,92101.0,32.715329,-117.15725,HIGH,4.0,3.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,52.0
1593,HOOVER HIGH,4474 El Cajon Boulevard,San Diego,CA,92115.0,32.755352,-117.09761,HIGH,4.0,9.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,53.0
1597,HOPE ELEMENTARY,3010 Tamarack Avenue,Carlsbad,CA,92010.0,33.17052,-117.30462,HIGH,5.0,2.0,CB,,,UNIFIED CARLSBAD,76.0,36.0,49.0
1601,HORTON ELEMENTARY,5050 Guymon Street,San Diego,CA,92102.0,32.712278000000005,-117.08621000000001,HIGH,1.0,4.0,SD,,,UNIFIED SAN DIEGO,80.0,40.0,51.0
1605,HORTON PLAZA-ANNEX,,,,92101.0,32.713876500000005,-117.16236140000001,LOW,4.0,3.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,52.0
1609,HOWARD GARDNER COMMUNITY CHARTER,647 E Street,Chula Vista,CA,91910.0,32.641093,-117.09543000000001,HIGH,1.0,2.0,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80.0,40.0,51.0
1613,HOWARD PENCE ELEMENTARY,877 VIA TONGA CT.,SAN DIEGO,CA,92154.0,32.5785418,-117.0617094,HIGH,1.0,8.0,SD,GEN ELEM SOUTH BAY UNION,HIGH SWEETWATER UNION,,80.0,40.0,51.0
1617,IBARRA ELEMENTARY,4877 Orange Avenue,San Diego,CA,92105.0,32.753027,-117.08953000000001,HIGH,4.0,9.0,SD,,,UNIFIED SAN DIEGO,80.0,40.0,51.0
1621,IDEA CENTER,1600 North Cuyamaca Street,El Cajon,CA,92020.0,32.816860999999996,-116.97965,HIGH,2.0,1.0,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71.0,38.0,53.0
1625,IFTIN CHARTER,5465 El Cajon Boulevard,San Diego,CA,92115.0,32.757908,-117.07813999999999,HIGH,4.0,9.0,SD,,,UNIFIED SAN DIEGO,79.0,39.0,53.0
1629,IFTIN UNIVERSITY PREP HIGH,730 45th Street,San Diego,CA,92102.0,32.713015000000006,-117.09868,HIGH,1.0,4.0,SD,,,UNIFIED SAN DIEGO,80.0,40.0,51.0
1633,IHIGH VIRTUAL ACADEMY,3939 Conde Street,San Diego,CA,92110.0,32.751221,-117.19481,HIGH,4.0,3.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,53.0
1637,IMPERIAL BEACH CHARTER,650 Imperial Beach Boulevard,Imperial Beach,CA,91932.0,32.576599,-117.11967,HIGH,1.0,,,GEN ELEM SOUTH BAY UNION,HIGH SWEETWATER UNION,,78.0,40.0,51.0
1641,INGENUITY CHARTER,6130 Skyline Drive,San Diego,CA,92114.0,32.702040000000004,-117.06464,HIGH,4.0,4.0,SD,,,UNIFIED SAN DIEGO,79.0,40.0,51.0
1645,INDIAN HILLS CAMP,,,,91935.0,32.719977,-116.8127,LOW,2.0,,,GEN ELEM JAMUL-DULZURA UNION,HIGH GROSSMONT UNION,,71.0,40.0,50.0
1649,INNOVATION MIDDLE,5095 Arvinels Avenue,San Diego,CA,92117.0,32.838063,-117.17513999999998,HIGH,4.0,6.0,SD,,,UNIFIED SAN DIEGO,77.0,39.0,52.0
1653,INNOVATIONS ACADEMY,10380 Spring Canyon Road,San Diego,CA,92131.0,32.935538,-117.0955,HIGH,3.0,5.0,SD,,,UNIFIED SAN DIEGO,77.0,38.0,52.0
1657,INSIGHT @ SAN DIEGO,50 Moreland Road,Simi Valley,CA,,34.275868,-118.79798000000001,HIGH,,,,,,,,,
1661,INSPIRE CHARTER SCHOOL - SOUTH,4612 Dehesa Road,El Cajon,CA,92019.0,32.781118,-116.84889,HIGH,2.0,,,GEN ELEM DEHESA,HIGH GROSSMONT UNION,,71.0,38.0,50.0
1665,INTEGRITY CHARTER,701 National City Boulevard,National City,CA,91950.0,32.676262,-117.10703999999998,HIGH,1.0,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,80.0,40.0,51.0
1669,INTEGRITY CHARTER SCHOOL-B&G CLUB,,,,91950.0,32.6764078,-117.1067315,LOW,1.0,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,80.0,40.0,51.0
1673,IOWA STREET,,,,92104.0,32.7559479,-117.1264731,LOW,4.0,3.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,53.0
1677,IRA HARBISON,3235 East Eighth Street,National City,CA,91950.0,32.685244,-117.07364,HIGH,1.0,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,79.0,40.0,51.0
1681,IVEY RANCH ELEMENTARY,4275 Via Rancho Road,Oceanside,CA,92057.0,33.219404,-117.30103000000001,HIGH,5.0,4.0,OC,,,UNIFIED OCEANSIDE,76.0,36.0,49.0
1685,IVY HIGH (CONTINUATION),1056 Winterhaven Road,Fallbrook,CA,92028.0,33.347369,-117.23808000000001,HIGH,5.0,,,GEN ELEM FALLBROOK UNION,HIGH FALLBROOK UNION,,75.0,38.0,50.0
1689,JACK & CAROL CLARK ADOLESCENT TREATMENT PROGRAM,,,,92111.0,32.799618,-117.16668200000001,LOW,4.0,7.0,SD,,,UNIFIED SAN DIEGO,79.0,39.0,53.0
1693,JACUMBA MIDDLE,,,,91962.0,32.7338838,-116.4928715,LOW,2.0,,,,,UNIFIED MT EMPIRE,71.0,40.0,51.0
1697,JAMACHA ELEMENTARY,2962 Jamul Drive,El Cajon,CA,92019.0,32.740142999999996,-116.91223000000001,HIGH,2.0,,,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71.0,40.0,50.0
1701,JAMES DUKES ELEMENTARY,24908 Abalar Way,Ramona,CA,92065.0,33.007843,-116.79123999999999,HIGH,2.0,,,,,UNIFIED RAMONA,71.0,38.0,50.0
1705,JAMES E. POTTER INTERMEDIATE,1743 Reche Road,Fallbrook,CA,92028.0,33.369188,-117.22164,HIGH,5.0,,,GEN ELEM FALLBROOK UNION,HIGH FALLBROOK UNION,,75.0,38.0,50.0
1709,JAMUL INTERMEDIATE,14545 Lyons Valley Road,Jamul,CA,91935.0,32.730137,-116.85456,HIGH,2.0,,,GEN ELEM JAMUL-DULZURA UNION,HIGH GROSSMONT UNION,,71.0,40.0,50.0
1713,JAMUL PRIMARY,14567 Lyons Valley Road,Jamul,CA,91935.0,32.730137,-116.85456,HIGH,2.0,,,GEN ELEM JAMUL-DULZURA UNION,HIGH GROSSMONT UNION,,71.0,40.0,50.0
1717,JCS - CEDAR COVE,777 Santa Fe,Encinitas,CA,92007.0,33.035868,-117.27597,HIGH,3.0,3.0,EN,GEN ELEM CARDIFF,HIGH SAN DIEGUITO UNION,,76.0,36.0,49.0
1721,JCS - MOUNTAIN OAKS,539 Encinitas Boulevard,Encinitas,CA,92024.0,33.045334999999994,-117.27986999999999,HIGH,3.0,2.0,EN,GEN ELEM ENCINITAS UNION,HIGH SAN DIEGUITO UNION,,76.0,36.0,49.0
1725,JCS - PINE VALLEY,28876 Old Highway 80,Pine Valley,CA,91962.0,32.821998,-116.52871,HIGH,2.0,,,,,UNIFIED MT EMPIRE,71.0,38.0,50.0
1729,JEFFERSON ELEMENTARY,3743 JEFFERSON ST.,CARLSBAD,CA,92008.0,33.151992699999994,-117.3391528,HIGH,5.0,1.0,CB,,,UNIFIED CARLSBAD,76.0,36.0,49.0
1733,JEFFERSON ELEMENTARY,3770 Utah Street,San Diego,CA,92104.0,32.74722,-117.13283999999999,HIGH,4.0,3.0,SD,,,UNIFIED SAN DIEGO,78.0,39.0,53.0
1737,JEFFERSON MIDDLE,823 Acacia Street,Oceanside,CA,92058.0,33.208382,-117.36388999999998,HIGH,5.0,1.0,OC,,,UNIFIED OCEANSIDE,76.0,36.0,49.0
1741,JERABEK ELEMENTARY,10050 Avenida Magnifica,San Diego,CA,92131.0,32.908201,-117.08352,HIGH,3.0,5.0,SD,,,UNIFIED SAN DIEGO,77.0,38.0,52.0
1745,JOAN MACQUEEN MIDDLE,2001 Tavern Road,Alpine,CA,91901.0,32.825432,-116.77538,HIGH,2.0,,,GEN ELEM ALPINE UNION,HIGH GROSSMONT UNION,,71.0,38.0,50.0
1749,JOHN A. OTIS ELEMENTARY,621 East 18th Street,National City,CA,91950.0,32.669036,-117.0972,HIGH,1.0,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,80.0,40.0,51.0
1753,JOHN MUIR,,,,92117.0,32.8233744,-117.1938723,LOW,4.0,6.0,SD,,,UNIFIED SAN DIEGO,77.0,39.0,52.0
1757,JOHN MUIR LANGUAGE ACADEMY,4431 Mount Herbert Avenue,San Diego,CA,92117.0,32.823298,-117.19418999999999,HIGH,4.0,6.0,SD,,,UNIFIED SAN DIEGO,77.0,39.0,52.0
1761,JOHNSON ELEMENTARY,500 West Madison,El Cajon,CA,92020.0,32.8008,-116.9562,HIGH,2.0,2.0,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71.0,38.0,53.0
1765,JOHNSON ELEMENTARY,1355 Kelton Road,San Diego,CA,92114.0,32.719126,-117.07513999999999,HIGH,4.0,4.0,SD,,,UNIFIED SAN DIEGO,79.0,39.0,51.0
1769,JOLI ANN LEICHTAG ELEMENTARY,653 Poinsettia Avenue,Vista,CA,92081.0,33.155513,-117.21078999999999,HIGH,5.0,,,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",76.0,36.0,49.0
1773,JONAS SALK ELEMENTARY,7825 Flanders Drive,San Diego,CA,92126.0,32.906344,-117.15512,HIGH,3.0,6.0,SD,,,UNIFIED SAN DIEGO,77.0,39.0,52.0
1777,JONES ELEMENTARY,2751 Greyling Drive,San Diego,CA,92123.0,32.796255,-117.14242,HIGH,4.0,7.0,SD,,,UNIFIED SAN DIEGO,79.0,39.0,53.0
1781,JOYNER ELEMENTARY,4271 MYRTLE AVE.,SAN DIEGO,CA,92105.0,32.7419953,-117.102773,HIGH,4.0,9.0,SD,,,UNIFIED SAN DIEGO,80.0,40.0,51.0
1785,JUAN BAUTISTA DE ANZA,"2101 South Marina Drive, Suite 4",Salton City,CA,,33.280364,-115.96218,HIGH,,,,,,,,40.0,51.0
1789,JUAN BAUTISTA DE ANZA CHARTER,"583 Palm Canyon, Suite A",Borrego Springs,CA,92004.0,33.256549,-116.3782,HIGH,5.0,,,,,UNIFIED BORREGO SPRINGS,71.0,38.0,50.0
1793,JUAREZ ELEMENTARY,2633 MELBOURNE DR.,SAN DIEGO,CA,92123.0,32.7919195,-117.12502959999999,HIGH,4.0,7.0,SD,,,UNIFIED SAN DIEGO,79.0,39.0,53.0
1797,JUAREZ-LINCOLN ELEMENTARY,849 Twining Avenue,San Diego,CA,92154.0,32.58072,-117.04543000000001,HIGH,1.0,8.0,SD,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80.0,40.0,51.0
1801,JULIAN CHARTER,1704 Cape Horn,Julian,CA,92036.0,33.07808,-116.59581000000001,HIGH,2.0,,,GEN ELEM JULIAN UNION,HIGH JULIAN UNION,,71.0,38.0,50.0
1805,JULIAN ELEMENTARY,1704 Cape Horn,Julian,CA,92036.0,33.07808,-116.59581000000001,HIGH,2.0,,,GEN ELEM JULIAN UNION,HIGH JULIAN UNION,,71.0,38.0,50.0
1809,JULIAN HIGH,1656 Highway 78,Julian,CA,92036.0,33.076465,-116.59451000000001,HIGH,2.0,,,GEN ELEM JULIAN UNION,HIGH JULIAN UNION,,71.0,38.0,50.0
1813,JULIAN JUNIOR HIGH,1704 Cape Horn,Julian,CA,92036.0,33.07808,-116.59581000000001,HIGH,2.0,,,GEN ELEM JULIAN UNION,HIGH JULIAN UNION,,71.0,38.0,50.0
1817,JUNIPER ELEMENTARY,1809 South Juniper Street,Escondido,CA,92025.0,33.105286,-117.06731,HIGH,3.0,4.0,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75.0,38.0,50.0
1821,JUNIPER PRESCHOOL,,,,92026.0,33.134481300000004,-117.0877285,LOW,3.0,1.0,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75.0,38.0,50.0
1825,(JCCS) JUVENILE COURT AND COMMUNITY SCHOOL,115 WOODWARD AVE,ESCONDIDO,CA,92025.0,33.1253214,-117.08428090000001,HIGH,3.0,2.0,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75.0,38.0,50.0
1829,JUVENILE HALL,,,,92123.0,32.794146500000004,-117.15396659999999,LOW,4.0,7.0,SD,,,UNIFIED SAN DIEGO,79.0,39.0,53.0
1833,KAVOD CHARTER,6991 Balboa Avenue,San Diego,CA,92111.0,32.819772,-117.16793999999999,HIGH,4.0,6.0,SD,,,UNIFIED SAN DIEGO,77.0,39.0,52.0
1837,KAVOD ELEMENTARY CHARTER,,,,92111.0,32.819775199999995,-117.16794490000001,LOW,4.0,6.0,SD,,,UNIFIED SAN DIEGO,77.0,39.0,52.0
1841,KEARNY COLLEGE CONNECTIONS,1954 Komet Way,San Diego,CA,92111.0,32.798708000000005,-117.16044,HIGH,4.0,7.0,SD,,,UNIFIED SAN DIEGO,79.0,39.0,53.0
