site_id,start_date,end_date,summer_year,sitename,sponsorname,sponsor_id,meals_type,site_contact,site_phone,site_type
3217,2018-06-11,2018-07-13,2018,RAMONA HIGH,RAMONA CITY UNIFIED,304,L,KATI HARBOUR,760-787-2049,OPEN
4833,2018-06-18,2018-08-31,2018,SALVATION ARMY KROC CENTER,SALVATION ARMY-SAN DIEGO A CALIFORNIA CORPORATION,312,L,LAUREN LA BELLA,619-269-1523,OPEN
4845,2018-06-14,2018-07-19,2018,SDSU UPWARD BOUND,SAN DIEGO STATE UNIVERSITY RESEARCH FOUNDATION,336,"B, L, S",TOMASA MAURICIO,619-594-1899,CAMP
4849,2018-06-14,2018-07-19,2018,SDSU UPWARD BOUND STAR,SAN DIEGO STATE UNIVERSITY RESEARCH FOUNDATION,336,"B, L, S",TOMASA MAURICIO,619-594-1899,CAMP
4865,2018-07-23,2018-08-17,2018,AZELEA REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4909,2018-07-23,2018-08-17,2018,CITY HEIGHTS REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4921,2018-06-18,2018-08-17,2018,ENCANTO REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4941,2018-06-18,2018-08-17,2018,LINDA VISTA REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4957,2018-06-18,2018-08-17,2018,MARTIN LUTHER KING JR REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4969,2018-06-18,2018-08-17,2018,MOUNTAIN VIEW COMMUNITY CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4985,2018-07-23,2018-08-17,2018,NORTH PARK REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4997,2018-06-18,2018-08-17,2018,PARADISE HILLS REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
5025,2018-06-18,2018-08-17,2018,SKYLINE HILLS REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
5033,2018-06-18,2018-08-17,2018,SOUTH CREST REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
5037,2018-06-18,2018-08-17,2018,STOCKTON REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
5057,2018-06-18,2018-08-17,2018,WILLIE HENDERSON SPORTS COMPLEX,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
617,2018-07-30,2018-08-17,2018,CHEROKEE POINT ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,CLOSED
4853,2018-06-18,2018-08-17,2018,ADAMS REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4869,2018-06-18,2018-08-17,2018,BALBOA MORLEY FIELD SPORTS COMPLEX,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
2801,2018-07-30,2018-08-17,2018,NORMAL HEIGHTS ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,CLOSED
4965,2018-06-18,2018-08-17,2018,MIRAMAR AIRSTATION CHILD YOUTH & TEEN CENTER,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
5005,2018-06-18,2018-08-17,2018,PENN ATHLETIC FIELD,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
2125,2018-06-18,2018-07-27,2018,LINCOLN HIGH,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
1781,2018-07-30,2018-08-17,2018,JOYNER ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,CLOSED
265,2018-06-25,2018-07-20,2018,BELL MIDDLE,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,CLOSED
3621,2018-06-25,2018-07-20,2018,SHERMAN ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,CLOSED
4937,2018-06-18,2018-08-17,2018,KEARNY MESA PARK & REC,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
5029,2018-06-18,2018-08-17,2018,SOUTH CLAIREMONT PARK & REC,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
5041,2018-06-18,2018-08-17,2018,TIERRASANTA PARK & REC,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4913,2018-07-23,2018-08-17,2018,COLINA DEL SOL PARK & REC,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4961,2018-06-18,2018-08-17,2018,MIRA MESA PARK & REC,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4977,2018-06-18,2018-08-17,2018,MURPHY CANYON YOUTH CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4861,2018-06-18,2018-08-17,2018,ALLIED GARDENS PARK & REC,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
5017,2018-06-18,2018-08-17,2018,SERRA MESA PARK & REC,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4857,2018-06-18,2018-08-17,2018,ADMIRAL HARTMAN CYP,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4877,2018-06-18,2018-08-17,2018,BAY VIEW CYP,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4897,2018-06-18,2018-08-17,2018,CHESTERTON CYP,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4925,2018-06-18,2018-08-17,2018,GATEWAY CYP,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
5021,2018-06-18,2018-08-17,2018,SHERMAN HEIGHTS COMMUNITY CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
2385,2018-06-25,2018-08-10,2018,MILLENNIAL TECH MIDDLE,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
4933,2018-06-18,2018-08-17,2018,JACKIE ROBINSON YMCA,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4993,2018-06-18,2018-08-17,2018,PACIFIC BEACH PARK & REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4973,2018-06-18,2018-08-17,2018,MURPHY CANYON KID CONNECTION,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4981,2018-06-18,2018-08-17,2018,NORTH CLAIREMONT PARK & REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4901,2018-06-18,2018-08-17,2018,CHOLLAS LAKE PARK & RECREATION CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
3161,2018-06-25,2018-07-20,2018,PORTER ELEMENTARY (NORTH CAMPUS) -ANNEX,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,CLOSED
4949,2018-06-18,2018-08-17,2018,LOGAN HEIGHTS PUBLIC LIBRARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-624-7332,OPEN
4889,2018-06-18,2018-07-27,2018,CADMAN RECREATION CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4929,2018-07-23,2018-08-17,2018,GOLDEN HILL RECREATION CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
109,2017-12-18,2017-12-29,2018,AMERICA'S FINEST CHARTER,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
4953,2018-06-18,2018-08-17,2018,MALCOLM X BRANCH LIBRARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4893,2018-06-18,2018-08-17,2018,CENTRAL LIBRARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4917,2018-06-18,2018-08-17,2018,COPLEY YMCA,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
5053,2018-06-18,2018-08-17,2018,WATERFRONT,SAN DIEGO UNIFIED,340,L,JENNIFER MARRONE,858-627-7332,OPEN
4945,2018-06-18,2018-08-17,2018,LOGAN HEIGHTS CDC,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
5045,2018-06-18,2018-08-17,2018,VILLAGE AT SERRA MESA,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4905,2018-06-25,2018-07-20,2018,CHOLLAS MEAD ELEMENTARY-PRIMETIME,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,CLOSED
1325,2018-07-30,2018-08-17,2018,GOLDEN HILL K-8,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,CLOSED
381,2018-06-25,2018-07-20,2018,CADMAN ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7327,CLOSED
521,2018-06-25,2018-07-20,2018,CARSON ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,CLOSED
637,2018-07-23,2018-08-17,2018,CHOLLAS/MEAD ELEMENTARY,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
801,2018-06-18,2018-08-10,2018,CRAWFORD HIGH,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7328,OPEN
1213,2018-06-25,2018-07-20,2018,FIELD ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,CLOSED
1245,2018-06-25,2018-07-20,2018,FLORENCE ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,CLOSED
1261,2018-07-23,2018-08-17,2018,FOSTER ELEMENTARY,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
1265,2018-06-25,2018-07-20,2018,FRANKLIN ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,CLOSED
1269,2018-06-25,2018-07-20,2018,FREESE ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,CLOSED
1405,2018-06-25,2018-07-20,2018,HANCOCK ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,CLOSED
1197,2018-07-30,2018-08-17,2018,FAY ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,CLOSED
1765,2018-06-25,2018-07-20,2018,JOHNSON ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,CLOSED
3969,2018-06-18,2018-07-27,2018,TWAIN HIGH,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
2345,2018-07-23,2018-08-17,2018,MEMORIAL SCHOLARS & ATHLETES,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
2497,2018-06-18,2018-07-27,2018,MORSE HIGH,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
3889,2018-06-18,2018-08-16,2018,THE O'FARRELL CHARTER,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
2877,2018-07-23,2018-08-17,2018,OAK PARK ELEMENTARY,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
3109,2018-07-30,2018-08-17,2018,PERKINS K-8,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,CLOSED
3113,2018-06-25,2018-07-20,2018,PERRY ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,CLOSED
3325,2018-06-25,2018-07-20,2018,ROLANDO PARK ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,CLOSED
805,2018-06-18,2018-07-27,2018,CREATIVE PERFORMING AND MEDIA ARTS,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
3849,2018-07-23,2018-08-17,2018,TAFT MIDDLE,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
4165,2018-06-25,2018-07-20,2018,WANGENHEIM MIDDLE,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,CLOSED
4257,2018-07-23,2018-08-17,2018,ZAMORANO ELEMENTARY,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
1897,2018-07-23,2018-08-17,2018,KIMBROUGH ELEMENTARY,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
1769,2018-06-18,2018-07-20,2018,JOLI ANN LEICHTAG ELEMENTARY,SAN MARCOS UNIFIED,348,"B, L",DENA ENGLAND,760-752-1250,OPEN
3045,2018-06-18,2018-07-20,2018,PALOMA ELEMENTARY,SAN MARCOS UNIFIED,348,"B, L",DENA ENGLAND,760-752-1250,OPEN
3497,2018-06-18,2018-08-03,2018,SAN MARCOS ELEMENTARY,SAN MARCOS UNIFIED,348,"B, L",DENA ENGLAND,760-752-1250,OPEN
3973,2018-07-02,2018-07-26,2018,TWIN OAKS ELEMENTARY,SAN MARCOS UNIFIED,348,"B, L",DENA ENGLAND,760-752-1250,OPEN
3177,2018-06-18,2018-08-21,2018,PRIDE ACADEMY AT PROSPECT AVENUE,SANTEE,360,"L, PM",CATHY ABEL,,CLOSED
5073,2018-06-25,2018-07-17,2018,CESAR CHAVEZ COMMUNITY CENTER,SOUTH BAY UNION,404,"L, PM",KAREN DENSMORE,619-628-5396,OPEN
5085,2018-06-11,2018-07-17,2018,ROBERT EGGER SR. SOUTH BAY RECREATION CENTER,SOUTH BAY UNION,404,"L, PM",KAREN DENSMORE,619-628-5396,OPEN
5077,2018-06-11,2018-07-17,2018,MONTGOMERY WALLER RECREACTION CENTER,SOUTH BAY UNION,404,"L, PM",KAREN DENSMORE,619-628-5396,OPEN
5089,2018-06-25,2018-07-17,2018,SAN YSIDRO COMMUNITY ACTIVITY CENTER,SOUTH BAY UNION,404,"L, PM",KAREN DENSMORE,619-628-5396,OPEN
5093,2017-06-11,2018-07-17,2018,SILVER WING RECREATION CENTER,SOUTH BAY UNION,404,"L, PM",KAREN DENSMORE,619-628-5396,OPEN
5065,2018-06-25,2018-07-17,2018,CASA DE FAMILIA,SOUTH BAY UNION,404,"L, PM",KAREN DENSMORE,619-628-5396,OPEN
241,2018-06-11,2018-06-29,2018,BAYSIDE STEAM ACADEMY,SOUTH BAY UNION,404,L,KAREN DENSMORE,619-628-5396,OPEN
1321,2017-06-11,2018-06-29,2018,GODFREY G. BERRY ELEMENTARY,SOUTH BAY UNION,404,L,KAREN DENSMORE,619-628-5396,OPEN
1305,2018-06-11,2018-06-29,2018,GEORGE NICOLOFF ELEMENTARY,SOUTH BAY UNION,404,L,KAREN DENSMORE,619-628-5396,OPEN
3869,2018-06-11,2018-06-29,2018,TEOFILO MENDOZA,SOUTH BAY UNION,404,"B, L",KAREN DENSMORE,619-628-5396,OPEN
3529,2018-06-11,2018-06-29,2018,SAN YSIDRO ADULT EDUCATION CENTER,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
5105,2018-06-11,2018-06-29,2018,NATIONAL CITY POLICA DEPATMENT RESOURCE CENTER,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
545,2018-06-11,2018-06-29,2018,CASTLE PARK MIDDLE,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
661,2018-06-11,2018-06-29,2018,CHULA VISTA SENIOR HIGH,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
657,2018-06-11,2018-06-29,2018,CHULA VISTA MIDDLE,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
1337,2018-06-11,2018-06-29,2018,GRANGER JUNIOR HIGH,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
1569,2018-06-11,2018-06-29,2018,HILLTOP MIDDLE,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
2277,2018-06-11,2018-06-29,2018,MAR VISTA SENIOR HIGH,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
2269,2018-06-11,2018-06-29,2018,MAR VISTA ACADEMY,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
5281,2018-06-11,2018-06-29,2018,MONTGOMERY ADULT,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
2485,2018-06-11,2018-06-29,2018,MONTGOMERY MIDDLE,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
2569,2018-06-11,2018-06-29,2018,NATIONAL CITY MIDDLE,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
3701,2018-06-11,2018-06-29,2018,SOUTHWEST SENIOR HIGH,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
3697,2018-06-11,2018-06-29,2018,SOUTHWEST MIDDLE,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
3825,2018-06-11,2018-06-29,2018,SWEETWATER HIGH,SWEETWATER UNION HIGH,428,L,ERIC SPAN,619-691-5510,OPEN
5109,2018-06-24,2018-07-13,2018,UPWARD BOUND #1,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",436,"B, L, S",CARRI FIERRO,858-822-3471,CAMP
5117,2018-07-15,2018-07-27,2018,UPWARD BOUND MATH SCIENCE #1,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",436,"B, L, S",CARRI FIERRO,858-822-3471,CAMP
5113,2018-07-15,2018-07-27,2018,UPWARD BOUND #2,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",436,"B, L, S",CARRI FIERRO,858-822-3471,CAMP
5121,2018-07-15,2018-07-27,2018,UPWARD BOUND MATH SCIENCE #2,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",436,"B, L, S",CARRI FIERRO,858-822-3471,CAMP
5129,2018-06-23,2018-07-26,2018,UNIVERSITY OF SAN DIEGO TRIO UPWARD BOUND,UNIVERSITY OF SAN DIEGO TRIO UPWARD BOUND,440,"B, L, S",CYNTHIA VILLIS,619-260-4686,CAMP
5125,2018-08-25,2018-08-31,2018,UNIVERSITY OF SAN DIEGO STUDENT SUPPORT SERVICES BRIDGE,UNIVERSITY OF SAN DIEGO TRIO UPWARD BOUND,440,"B, L, S",RYAN JUMAMIL,619-260-7581,CAMP
101,2018-06-11,2018-06-29,2018,ALTA VISTA HIGH (CONTINUATION),VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #92401,OPEN
3845,2018-06-11,2018-08-10,2018,T.H.E LEADERSHIP ACADEMY,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #92401,OPEN
1253,2018-07-09,2018-08-03,2018,FOOTHILL OAK ELEMENTARY,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #92401,OPEN
2317,2018-07-30,2018-08-10,2018,MARYLAND ELEMENTARY,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #92401,OPEN
3241,2018-06-11,2018-06-22,2018,RANCHO MINERVA MIDDLE,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #92401,OPEN
2261,2018-06-11,2018-06-29,2018,MAJOR GENERAL RAYMOND MURRAY HIGH,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #92401,OPEN
4101,2018-06-18,2018-07-13,2018,VISTA ADULT TRANSITION CENTER,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #92401,OPEN
4133,2018-06-11,2018-06-22,2018,"VISTA MAGNET MIDDLE SCHOOL OF TECHNOLOGY, SCIENCE, AND MATH",VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-724-2170 #92401,OPEN
5141,2018-06-11,2018-08-03,2018,LUZ DURAN PARK,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #92401,OPEN
5133,2018-06-08,2018-08-10,2018,BOYS & GIRLS CLUB,VISTA UNIFIED,452,"L, PM",JAMIE PHILLIPS,760-726-2170 #92401,OPEN
261,2018-06-18,2018-06-29,2018,BEAUMONT ELEMENTARY,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #92401,OPEN
361,2018-06-11,2018-08-10,2018,BREEZE HILL ELEMENTARY,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #92401,OPEN
1349,2018-07-30,2018-08-10,2018,GRAPEVINE ELEMENTARY,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #92401,OPEN
3225,2018-06-08,2018-06-29,2018,RANCHO BUENA VISTA HIGH,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #92401,OPEN
3337,2018-06-11,2018-06-29,2018,ROOSEVELT MIDDLE,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #92401,OPEN
4097,2018-06-18,2018-07-13,2018,VISTA ACADEMY OF VISUAL AND PERFORMING ARTS,VISTA UNIFIED,452,L,JAMIE PHILLIPS,760-726-2170 #92401,OPEN
5145,2018-06-11,2018-08-10,2018,BRENGLE TERRACE RECREATION CENTER,"VISTA, CITY OF",456,"B, L",KIMBERLY CRAWFORD,760-643-5275,OPEN
4261,2017-06-21,2017-08-15,2017,BAKER BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,"L, PM",CHRIS ALTO,760-745-0515,OPEN
4269,2017-06-15,2017-08-25,2017,CLAIREMONT BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,"L, PM",RUTH CASSIDY,858-273-1645,OPEN
4281,2017-06-19,2017-08-25,2017,ENCANTO BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,"L, PM",JESSICA BARAJAS,619-263-6407,OPEN
4305,2017-06-15,2017-08-25,2017,RON ROBERTS BRANCH (FORMERLY LINDA VISTA BRANCH),BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,"L, PM",HUY NGUYEN,858-277-6670,OPEN
5149,2017-06-21,2017-08-15,2017,MITCHELL BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,"L, PM",DAVE LUEVANOS,760-746-3315,OPEN
4297,2017-06-12,2017-07-28,2017,PAYNE FAMILY BRANCH (FORMERLY NATIONAL CITY BRANCH),BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,"L, PM",SOMMER CARTIER,619-477-5445,OPEN
4301,2017-06-09,2017-08-18,2017,RAMONA BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,"L, PM",SIMONE MCCUNE,760-789-8203,CLOSED NEEDY
4313,2017-06-15,2017-08-25,2017,WILLIAM J OAKES BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,"L, PM",RICARDO SANDOVAL,619-525-1739,OPEN
4265,2017-06-16,2017-08-23,2017,BRONNER BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,"L, PM",KALEIKAUMAKA ORNELLAS,760-749-9822,OPEN
4309,2017-06-09,2017-08-22,2017,SULPIZIO FAMILY BRANCH,BOYS & GIRLS CLUB OF GREATER SAN DIEGO,60,"L, PM",JAMILAH BARNES,858-748-9933,OPEN
5153,2017-06-26,2017-08-11,2017,BGC KUMEYAAY NATION,BOYS & GIRLS CLUBS OF AMERICA,10,"B, L",ALISON SUH,619-445-1188 #751 ,CLOSED NEEDY
5161,2017-06-05,2017-07-21,2017,IMPERIAL BEACH,BOYS & GIRLS CLUBS OF AMERICA,10,"B, S",AARON RUIZ,619-422-2664 #223 ,OPEN
5165,2017-06-19,2017-07-21,2017,PACIFIC VILLAGE,BOYS & GIRLS CLUBS OF AMERICA,10,"AM, PM",DAVID SANCHEZ,619-934-8129,OPEN
28,2017-06-19,2017-07-21,2017,SPORTS PARK RECREATION CENTER,BOYS & GIRLS CLUBS OF AMERICA,10,"AM, PM",STEPHANIE JAMES,619-934-9137,OPEN
5157,2017-06-19,2017-07-21,2017,CHULA VISTA SITE,BOYS & GIRLS CLUBS OF AMERICA,10,"B, L",STEPHANIE ORTEGA,619-421-4011 #321 ,OPEN
4317,2017-06-19,2017-07-28,2017,EL CAJON PUBLIC LIBRARY,CAJON VALLEY UNION,80,"L, PM",MARK MENDOZA,619-588-3111,OPEN
4321,2017-06-19,2017-07-28,2017,JF KENNEDY PARK,CAJON VALLEY UNION,80,L,MARK MENDOZA,619-588-3111,OPEN
4325,2017-06-19,2017-07-28,2017,RENETTE PARK COMMUNITY CENTER,CAJON VALLEY UNION,80,L,MARK MENDOZA,619-588-3111,OPEN
397,2017-06-19,2017-07-28,2017,CAJON VALLEY MIDDLE,CAJON VALLEY UNION,80,"B, L",MARK MENDOZA,619-588-3111,CLOSED NEEDY
609,2017-06-19,2017-07-28,2017,CHASE AVENUE ELEMENTARY,CAJON VALLEY UNION,80,"L, PM",MARK MENDOZA,619-588-3111,OPEN
1365,2017-06-19,2017-07-28,2017,GREENFIELD MIDDLE,CAJON VALLEY UNION,80,L,MARK MENDOZA,619-588-3111,OPEN
2349,2017-06-19,2017-07-28,2017,MERIDIAN ELEMENTARY,CAJON VALLEY UNION,80,L,MARK MENDOZA,619-588-3111,OPEN
4329,2017-07-02,2017-07-28,2017,CAMP OLIVER,"CAMP OLIVER, INC.",88,"B, L, S",TRISTA BRANT,619-445-5945,OPEN
4333,2017-06-19,2017-08-18,2017,CARLSBAD BOYS & GIRLS CLUB,CARLSBAD UNIFIED,96,"L, PM",MICHELLE JOHNSON,760-331-5000 #5085,OPEN
1729,2017-06-27,2017-07-28,2017,JEFFERSON ELEMENTARY,CARLSBAD UNIFIED,96,L,MICHELLE JOHNSON,760-331-5000 #5085,OPEN
4341,2017-06-06,2017-06-30,2017,CITY OF CHULA VISTA CIVIC CENTER LIBRARY,CHULA VISTA ELEMENTARY,104,"L, PM",JEFFREY LANDERS,619-425-9600 #1401,OPEN
4345,2017-06-06,2017-06-30,2017,CITY OF CHULA VISTA SOUTH CV LIBRARY,CHULA VISTA ELEMENTARY,104,"L, PM",JEFFREY LANDERS,619-425-9600 #1401,OPEN
3313,2017-06-12,2017-06-30,2017,ROGERS (GREG) ELEMENTARY,CHULA VISTA ELEMENTARY,104,"B, L",JEFFREY LANDERS,619-425-9600 #1401,OPEN
