sponsor_id,sponsorname,site_id,sitename,year,address,city,zip,programtypes,contact,telephone
87,NEIGHBORHOOD HOUSE ASSOCIATION,,CLAIREMONT MESA HEAD START,2015,4271 CLAIREMONT MESA BLVD,SAN DIEGO,92117,HEAD START CENTER (HSC),MS. AUDREY GOODWIN,858-581-2194
87,NEIGHBORHOOD HOUSE ASSOCIATION,,DE ANZA,2015,6525 ESTRELLA AVENUE,SAN DIEGO,92120,HEAD START CENTER (HSC),MS. LYNDA PHAM,619-583-0994
87,NEIGHBORHOOD HOUSE ASSOCIATION,,FIRST STEP HEAD START,2015,802\804 SAN PASQUAL,SAN DIEGO,92113,HEAD START CENTER (HSC),SUBRENA WOODS,619-262-1905
87,NEIGHBORHOOD HOUSE ASSOCIATION,,JACKIE ROBINSON HEAD START,2015,151 FORTY FIFTH ST,SAN DIEGO,92113,HEAD START CENTER (HSC),MS. YUN GAO,619-262-4201
87,NEIGHBORHOOD HOUSE ASSOCIATION,,JOHNSON EARLY LEARNING ACADEMY,2015,5760 LUBER STREET,SAN DIEGO,92114,HEAD START CENTER (HSC),MS. SOFIA TORRES,619-798-3330
87,NEIGHBORHOOD HOUSE ASSOCIATION,,KAREN D LOVE CENTER,2015,2060 DRESCHER STREET,SAN DIEGO,92111,HEAD START CENTER (HSC),MS. KELLY BRADLEY,858-560-6034
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA ADULT DAY HEALTH CARE,2015,851 SOUTH 35TH ST,SAN DIEGO,92113,ADULT DAY HEALTH (ADH),MRS. JENNIFER HURLOW-PAONESSA,619-233-6691
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA-ALCOTT EARLY HEAD START,2015,4680 HIDALGO AVE,SAN DIEGO,92117,HEAD START CENTER (HSC),MS. RENEE BLAIR,858-272-9641
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA-ALTADENA HEAD START,2015,3770 ALTADENA AVE,SAN DIEGO,92105,HEAD START CENTER (HSC),MS. LAURA PHILLIPS,619-280-6951
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA-BALBOA LUTHERAN ELC,2015,7250 ECKSTROM AVE,SAN DIEGO,92111,HEAD START CENTER (HSC),MS. RANY PANCHALINGAM,858-357-9649
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA-BARBARA Y. FIELDING EARLY LEARNING ACADEMY,2015,841 SOUTH 41ST STREET,SAN DIEGO,92113,HEAD START CENTER (HSC),JENNIFER WEDDINGTON,619-263-7761
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA-CHOLLAS VIEW HEAD START,2015,918 N. 47TH STREET,SAN DIEGO,92102,HEAD START CENTER (HSC),ALICE OREAS,619-263-1780
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA-EARLY LNK/SKILL/CENTER AMER/HS,2015,6285 UNIVERSITY AVE,SAN DIEGO,92115,HEAD START CENTER (HSC),MARTHA VELAZAQUEZ,619-243-1607
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA-EDU CULTURAL COMP/HA/CDC,2015,4343 OCEAN VIEW BLVD,SAN DIEGO,92113,HEAD START CENTER (HSC),PATRICIA MEDICO,619-388-4802
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA-EUCLID AVENUE HEAD START,2015,210 S EUCLID AVE,SAN DIEGO,92114,HEAD START CENTER (HSC),DEBORAH FAVILA,619-264-3577
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA-HOME AVE HEAD START FAMILY FOCUS,2015,4111 HOME AVE,SAN DIEGO,92105,HEAD START CENTER (HSC),ANACIETA COLANTRO-SCHMIDT,619-262-8199
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA-JOHN MARSHALL HEAD START,2015,3550 ALTADENA AVE,SAN DIEGO,92105,HEAD START CENTER (HSC),DOROTHEA SCHROEDER,619-624-2362
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA-LOMA PORTAL HEAD START,2015,2905 CADIZ ST,SAN DIEGO,92110,HEAD START CENTER (HSC),BRENDA HOLLAND,619-523-2510
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA-MCGILL SCHOOL OF SUCCESS HEAD START,2015,3025 FIR ST,SAN DIEGO,92102,HEAD START CENTER (HSC),DEBRA HUGGINGS,619-239-0632
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA-MERCADO HEAD START FAMILY FOCUS,2015,2001 NEWTON AVE,SAN DIEGO,92113,HEAD START CENTER (HSC),SOFIA TORRES,619-687-0322
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA-MILLER HEAD START,2015,4343 SHIELDS STREET,SAN DIEGO,92124,HEAD START CENTER (HSC),MS. HATIGE JAVAHERZADEH,858-278-0502
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA-NEW LIFE HEAD START FAMILY FOCUS,2015,766 28TH ST,SAN DIEGO,92102,HEAD START CENTER (HSC),MARIA LEDEZMA,619-702-0250
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA-NORTH PARK HEAD START FAMILY FOCUS,2015,2717 UNIVERSITY AVE,SAN DIEGO,92104,HEAD START CENTER (HSC),MS. FRANCESS CORNEJO-TOWNSEND,619-298-4500
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA-O'FARRELL HEAD START,2015,6130 SKYLINE DR,SAN DIEGO,92114,HEAD START CENTER (HSC),MS. QUEEN PUGH,619-266-9375
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA-URBAN VILLAGE I EARLY LEARNING ACADEMY,2015,3795 FAIRMOUNT AVENUE STE B,SAN DIEGO,92105,HEAD START CENTER (HSC),MS. MARIANA CASAS-CASTRO,619-283-2780
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA-URBAN VILLAGE II HEAD START CENTER,2015,4305 UNIVERSITY AVENUE #107,SAN DIEGO,92105,HEAD START CENTER (HSC),BRENDA WEBB,619-284-5644
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA-WALKER HEAD START,2015,9245 HILLERY DRIVE,SAN DIEGO,92126,HEAD START CENTER (HSC),MONICA CERVANTEZ,858-653-3671
87,NEIGHBORHOOD HOUSE ASSOCIATION,,NHA-WEBSTER HEAD START,2015,2930 MARCY AVE,SAN DIEGO,92113,HEAD START CENTER (HSC),CLAUDETTE BLACKMAN,619-232-4521
87,NEIGHBORHOOD HOUSE ASSOCIATION,,STEM INSTITUTE OF EARLY LEARNING,2015,808 WEST CEDAR ST,SAN DIEGO,92101,HEAD START CENTER (HSC),MS. CHERRYL VIVAR,619-239-1984
87,NEIGHBORHOOD HOUSE ASSOCIATION,,VALENCIA PARK EARLY LEARNING ACADEMY,2015,5880 SKYLINE DRIVE,SAN DIEGO,92114,HEAD START CENTER (HSC),MS. RUTH WILSON,619-262-1219
90,NEXT GENERATION EDUC CTR INC,,"NEXT GENERATION EDUCATIONAL CENTER, INC. - EL CAJON",2015,1471 GRANITE HILLS DRIVE,EL CAJON,92019,"PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC), SCHOOL AGE CENTER (SAC)",MRS. GERALYN WINDT,619-441-8800
91,NORTH COUNTY COMMUNITY SERVICE,,BALDERRAMA CHILD DEV CENTER,2015,709 SAN DIEGO ST,OCEANSIDE,92054,PRESCHOOL AGE CENTER (CCC),MRS. ALIYA KHAN,760-757-1931
91,NORTH COUNTY COMMUNITY SERVICE,,NCCS CHILD DEV CTR EUCALYPTUS,2015,1805 S. ESCONDIDO BLVD.,ESCONDIDO,92025,PRESCHOOL AGE CENTER (CCC),MRS. BRIDGET DELMARK,760-745-1302
91,NORTH COUNTY COMMUNITY SERVICE,,NCCS NORTH RIVER ROAD CDC,2015,4510 NORTH RIVER ROAD,OCEANSIDE,92057,PRESCHOOL AGE CENTER (CCC),MISS MARKETHIA HUGHES,760-529-0020
91,NORTH COUNTY COMMUNITY SERVICE,,NCCS OAK HILL,2015,1317 OAKHILL DRIVE,ESCONDIDO,92027,PRESCHOOL AGE CENTER (CCC),MRS. HARPREET RANDHAWA,760-739-9195
91,NORTH COUNTY COMMUNITY SERVICE,,NORTH CO COMM SVCS/THUNDER,2015,2860 THUNDER DR,OCEANSIDE,92056,PRESCHOOL AGE CENTER (CCC),MS. CHRISTINA ORNDORF,760-940-0062
94,OAK TREE ACADEMY LLC,,OAK TREE ACADEMYLLC,2015,1375 EAST WASHINGTON AVE,EL CAJON,92019,"PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC)",DR. ROSEANN RINEAR,619-749-9310
95,OCEAN BEACH CHILD CARE PROJECT CHILDRENS CIRCLE,,OCEAN BEACH CHILD DEVELOP CTR,2015,2031 CHATSWORTH BLVD,SAN DIEGO,92107,"INFANT/TODDLER (ITC), STATE PRE SCHOOL CENTER (SPS)",MS. CAROL CORTES,619-222-6223
524,OCEANSIDE UNIFIED,306,DEL RIO ELEMENTARY,2015,5200 N. RIVER ROAD,OCEANSIDE,92057,AT RISK SITE (ATR),MS. ERICA RAMOS,760-310-3576
524,OCEANSIDE UNIFIED,639,LAUREL ELEMENTARY,2015,1410 LAUREL STREET,OCEANSIDE,92058,AT RISK SITE (ATR),MR. ELMER RIVERA,760-214-4008
524,OCEANSIDE UNIFIED,655,LIBBY ELEMENTARY,2015,423 W. REDONDO,OCEANSIDE,92057,AT RISK SITE (ATR),MS. CLAUDIA ROMERO,760-908-1561
524,OCEANSIDE UNIFIED,694,LOUISE FOUSSAT ELEMENTARY,2015,3800 PALA ROAD,OCEANSIDE,92058,AT RISK SITE (ATR),MS. ALISON SOLOMON,760-908-1583
524,OCEANSIDE UNIFIED,718,MARTIN LUTHER KING JR. MIDDLE,2015,1290 IVEY RANCH ROAD,OCEANSIDE,92057,AT RISK SITE (ATR),MR. MIKE HOLLINS,760-908-2505
524,OCEANSIDE UNIFIED,755,MISSION ELEMENTARY,2015,2100  MISSION  AVENUE,OCEANSIDE,92058,AT RISK SITE (ATR),MR. PUA TAUPAU,760-889-5176
524,OCEANSIDE UNIFIED,944,PALMQUIST ELEMENTARY,2015,1999 CALIFORNIA STREET,OCEANSIDE,92054,AT RISK SITE (ATR),MS. ANNIE GILL,760-908-1568
524,OCEANSIDE UNIFIED,1017,REYNOLDS ELEMENTARY,2015,4575 DOUGLAS DRIVE,OCEANSIDE,92057,AT RISK SITE (ATR),MR. ARMANI TAYLOR,760-484-4228
524,OCEANSIDE UNIFIED,1085,SAN LUIS REY ELEMENTARY,2015,3535 HACIENDA DRIVE,OCEANSIDE,92054,AT RISK SITE (ATR),MR. BRIAN KANE,760-908-1552
524,OCEANSIDE UNIFIED,1149,SOUTH OCEANSIDE ELEMENTARY,2015,1806 S. HORNE STREET,OCEANSIDE,92054,AT RISK SITE (ATR),MR. ARTHUR CURA,760-908-1582
97,OPEN ARMS ADHC INC,,OPEN ARMS ADHC,2015,301 EAST J ST,CHULA VISTA,91910,ADULT DAY HEALTH (ADH),MR. JONATHAN SALAS,619-420-1404
99,PALOMAR COMMUNITY COLLEGE DISTRICT CDC,,PALOMAR COLLEGE CDC/ESCONDIDO,2015,1951 EAST VALLEY PKWY,ESCONDIDO,92027,PRESCHOOL AGE CENTER (CCC),MS. PAMEAL KEINATH,760-744-1150
99,PALOMAR COMMUNITY COLLEGE DISTRICT CDC,,PALOMAR COLLEGE CHILD DEV CTR,2015,1140 W MISSION ROAD,SAN MARCOS,92069,PRESCHOOL AGE CENTER (CCC),MS. PAMELA KEINATH,760-744-1150
103,POWAY ADHC CENTER,,POWAY ADHC,2015,12250 CROSTHWAITE CIRCLE,POWAY,92064,"ADULT DAY CARE (ADC), ADULT DAY HEALTH (ADH)",KATHRYN HOLT,858-748-5044
106,QUALITY CHILDREN'S SERVICES,,CASA DE NINOS,2015,1718 MISSION AVE,OCEANSIDE,92054,PRESCHOOL AGE CENTER (CCC),NORMA TERRAZAS,760-757-3207
106,QUALITY CHILDREN'S SERVICES,,CHILDREN'S ATELIER CENTER,2015,1508 WINDSOR RD,CARDIFF,92007,PRESCHOOL AGE CENTER (CCC),MS. GABRIELA ROMERO,760-942-3240
106,QUALITY CHILDREN'S SERVICES,,LA CASITA CDC,2015,710 S STAGE COACH LANE,FALLBROOK,92028,PRESCHOOL AGE CENTER (CCC),GUADALUPE ALATORRE,760-723-3228
106,QUALITY CHILDREN'S SERVICES,,LIBBY LAKE CDC,2015,489 CALLE MONTECITO,OCEANSIDE,92057,PRESCHOOL AGE CENTER (CCC),MARICRUZ BALLESTEROS,760-754-1270
106,QUALITY CHILDREN'S SERVICES,,MISSION CHILD DEV CENTER,2015,3870 MISSION AVE STE D6,OCEANSIDE,92058,PRESCHOOL AGE CENTER (CCC),ZOILA MENDOZA,760-967-1370
106,QUALITY CHILDREN'S SERVICES,,QCS CHILDREN'S ACADEMY,2015,341 HEALD LANE,FALLBROOK,92028,PRESCHOOL AGE CENTER (CCC),MS. BRISA DIAZ,760-451-9885
106,QUALITY CHILDREN'S SERVICES,,VILLAGE CHILD DEVELOPMENT CNT,2015,"3220 MISSION AVE, SUITE 6",OCEANSIDE,92058,PRESCHOOL AGE CENTER (CCC),YADIRA LOPEZ,760-967-4776
108,READY SET GROW,,READY SET GROW,2015,728 PEPPER DRIVE,EL CAJON,92021,"PRESCHOOL AGE CENTER (CCC), SCHOOL AGE CENTER (SAC)",LORI FLYNN,619-448-4585
111,SAINT VINCENT DE PAUL VILLAGE,,ST VINCENT DE PAUL VILLAGE,2015,1501 IMPERIAL AVE,SAN DIEGO,92101,"PRESCHOOL AGE CENTER (CCC), EMERGENCY SHELTER (HOM), INFANT/TODDLER (ITC), SCHOOL AGE CENTER (SAC)",MS. JESSE CASEMENT,619-233-8500
115,SAN DIEGO COMMUNITY COLL DIST,,MESA COLLEGE CDC,2015,7250 MESA COLLEGE DR,SAN DIEGO,92111-4998,"PRESCHOOL AGE CENTER (CCC), HEAD START CENTER (HSC)",IDA CROSS,619-560-2813
115,SAN DIEGO COMMUNITY COLL DIST,,MIRAMAR COLLEGE CDC,2015,10440 BLACK MOUNTAIN RD,SAN DIEGO,92126-2999,PRESCHOOL AGE CENTER (CCC),MS. DAWN BURGESS,619-536-7851
115,SAN DIEGO COMMUNITY COLL DIST,,SAN DIEGO CITY COLLEGE CDC/CCC/ITC,2015,1601 B STREET,SAN DIEGO,92101-4787,"PRESCHOOL AGE CENTER (CCC), HEAD START CENTER (HSC), INFANT/TODDLER (ITC)",MRS. GLORIA LYON,619-388-3205
117,SAN DIEGO COUNTY OFFICE OF EDUCATION,,LINDSAY EARLY LEARNING ACADEMY,2015,232 WEST ASH STREET,SAN DIEGO,92101,HEAD START CENTER (HSC),MS. KARISSA MEI,619-696-3670
527,SAN DIEGO UNIFIED,13,ADAMS ELEMENTARY,2015,4672 35TH STREET,SAN DIEGO,92116,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,27,ALCOTT ELEMENTARY,2015,4680 HIDALGO AVENUE,SAN DIEGO,92117,AT RISK SITE (ATR),MRS. JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,39,ANGIER ELEMENTARY,2015,8450 HURLBUT STREET,SAN DIEGO,92123,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,49,AUDUBON K-8,2015,8111 SAN VICENTE STREET,SAN DIEGO,92114,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,58,BAKER ELEMENTARY,2015,4041 T STREET,SAN DIEGO,92113,AT RISK SITE (ATR),MRS. JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,60,BALBOA ELEMENTARY,2015,1844 SOUTH 40TH ST,SAN DIEGO,92113,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,68,BANDINI PRIMARY,2015,3550 LOGAN AVE,SAN DIEGO,92113,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,69,BARNARD ELEMENTARY,2015,2445 FOGG STREET,SAN DIEGO,92109,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,88,BELL MIDDLE,2015,620 BRIARWOOD ROAD,SAN DIEGO,92139,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,95,BETHUNE K-8,2015,6835 BENJAMIN HOLT ROAD,SAN DIEGO,92114,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,99,BIRNEY ELEMENTARY,2015,4345 CAMPUS AVENUE,SAN DIEGO,92103,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,110,BOONE ELEMENTARY,2015,7330 BROOKHAVEN ROAD,SAN DIEGO,92114,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,132,BURBANK ELEMENTARY,2015,2146 JULIAN AVENUE,SAN DIEGO,92113,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,134,CABRILLO ELEMENTARY,2015,3120 TALBOT STREET,SAN DIEGO,92106,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,136,CADMAN ELEMENTARY,2015,4370 KAMLOOP AVENUE,SAN DIEGO,92117,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,179,CARSON ELEMENTARY,2015,6905 KRAMER ST.,SAN DIEGO,92111,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,180,CARVER ELEMENTARY,2015,3251 JUANITA STREET,SAN DIEGO,92105,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,198,CENTRAL ELEMENTARY,2015,4063 POLK AVE.,SAN DIEGO,92105,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,209,CHAVEZ ELEMENTARY,2015,1404 SOUTH 40TH STREET,SAN DIEGO,92113,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,210,CHEROKEE POINT ELEMENTARY,2015,3735 38TH STREET,SAN DIEGO,92105,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,212,CHESTERTON ELEMENTARY,2015,7335 WHEATLEY STREET,SAN DIEGO,92111,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,220,CHOLLAS/MEAD ELEMENTARY,2015,401 N. 45TH STREET,SAN DIEGO,92102,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,243,CLAIREMONT HIGH,2015,4150 UTE DRIVE,SAN DIEGO,92117,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,244,CLARK MIDDLE,2015,4388 THORN STREET,SAN DIEGO,92105,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,248,CLAY ELEMENTARY,2015,6506 SOLITA AVE,SAN DIEGO,92115,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,278,CORREIA MIDDLE,2015,4302 VALETA STREET,SAN DIEGO,92107,AT RISK SITE (ATR),MRS. JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,,"CREATIVE, PERFORMING, AND MEDIA ARTS",2015,5050 CONRAD AVENUE,SAN DIEGO,92117,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,287,CROWN POINT ELEMENTARY,2015,4033 INGRAHAM STREET,SAN DIEGO,92109,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,289,CUBBERLEY ELEMENTARY,2015,3201 MARATHON DRIVE,SAN DIEGO,92123,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,293,DANA,2015,1775 CHATWORTH BOULEVARD,SAN DIEGO,92106,AT RISK SITE (ATR),MRS. JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,294,DARNALL CHARTER,2015,6020 HUGHES STREET,SAN DIEGO,92115,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,296,DE PORTOLA MIDDLE,2015,11010 CLAIREMONT MESA BLVD.,SAN DIEGO,92124,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,311,DEWEY ELEMENTARY,2015,3251 ROSECRANS ST.,SAN DIEGO,92110,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,342,EDISON ELEMENTARY,2015,4077 35TH STREET,SAN DIEGO,92104,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,358,EMERSON/BANDINI ELEMENTARY,2015,3510 NEWTON AVENUE,SAN DIEGO,92113,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,365,ENCANTO ELEMENTARY,2015,822 65TH STREET,SAN DIEGO,92114,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,369,EPIPHANY PREP CHARTER,2015,6134 BENSON ST.,SAN DIEGO,92114,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,370,EPIPHANY PREP CHARTER,2015,6134 BENSON ST.,SAN DIEGO,92114,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,379,EUCLID ELEMENTARY,2015,4166 EUCLID AVE,SAN DIEGO,92105,AT RISK SITE (ATR),MRS. JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,387,FARB MIDDLE,2015,4880 LA CUENTA DRIVE,SAN DIEGO,92124,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,389,FAY ELEMENTARY,2015,4080 52ND STREET,SAN DIEGO,92105,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,393,FIELD ELEMENTARY,2015,4375 BANNOCK AVE,SAN DIEGO,92117,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,400,FLETCHER ELEMENTARY,2015,7666 BOBOLINK WAY,SAN DIEGO,92123,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,403,FLORENCE ELEMENTARY,2015,3914 1ST ST.,SAN DIEGO,92103,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,408,FOSTER ELEMENTARY,2015,6550 51 ST STREET,SAN DIEGO,92120,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,409,FRANKLIN ELEMENTARY,2015,4481 COPELAND AVENUE,SAN DIEGO,92116,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,410,FREESE ELEMENTARY,2015,8140 GREENLAWN DR.,SAN DIEGO,92114,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,412,FULTON K-8,2015,7055 SKYLINE DRIVE,SAN DIEGO,92114,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,417,GARFIELD ELEMENTARY,2015,4487 OREGON STREET,SAN DIEGO,92116,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,425,GOLDEN HILL K-8,2015,1240 33RD STREET,SAN DIEGO,92102,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,427,GOMPERS PREPARATORY ACADEMY,2015,1005 47TH STREET,SAN DIEGO,92102,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,432,GRANT K-8,2015,1425 WASHINGTON PLACE,SAN DIEGO,92103,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,436,GREEN ELEMENTARY,2015,7030 WANDERMERE PLACE,SAN DIEGO,92119,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,450,HAMILTON ELEMENTARY,2015,2807 FAIRMONT AVE,SAN DIEGO,92105,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,451,HANCOCK ELEMENTARY,2015,3303 TAUSSIG STREET,SAN DIEGO,92124,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,456,HARDY ELEMENTARY,2015,5420 MONTEZUMA ROAD,SAN DIEGO,92115,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,457,HARRIET TUBMAN VILLAGE CHARTER,2015,6880 MOHAWK STREET,SAN DIEGO,92115,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,461,HAWTHORNE ELEMENTARY,2015,4750 LEHRER DRIVE,SAN DIEGO,92117,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,502,HOLLY DRIVE LEADERSHIP ACADEMY,2015,4801 ELM STREET,SAN DIEGO,92102,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,507,HOOVER HIGH,2015,4474 EL CAJON BLVD,SAN DIEGO,92115,AT RISK SITE (ATR),JENNIFER MARRONE,858-220-2298
527,SAN DIEGO UNIFIED,510,HORTON ELEMENTARY,2015,5050 GUYMON STREET,SAN DIEGO,92102,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,515,IBARRA ELEMENTARY,2015,4877 ORANGE AVE,SAN DIEGO,92114,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,517,IFTIN CHARTER,2015,5465 EL CAJON BLVD,SAN DIEGO,92115-3620,AT RISK SITE (ATR),MRS. JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,526,INNOVATION MIDDLE,2015,5095 ARVINELS AVENUE,SAN DIEGO,92117,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,551,JEFFERSON ELEMENTARY,2015,3770 UTAH ST.,SAN DIEGO,92104,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,552,JEFFERSON ELEMENTARY,2015,3770 UTAH ST.,SAN DIEGO,92104,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,558,JOHN MUIR,2015,4431 MOUNT HERBERT AVE,SAN DIEGO,92117,AT RISK SITE (ATR),JENNIRFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,560,JOHNSON ELEMENTARY,2015,1355 KELTON ROAD,SAN DIEGO,92114,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,561,JOHNSON ELEMENTARY,2015,1355 KELTON ROAD,SAN DIEGO,92114,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
527,SAN DIEGO UNIFIED,564,JONES ELEMENTARY,2015,2751 GREYLING DR.,SAN DIEGO,92123,AT RISK SITE (ATR),JENNIFER MARRONE,858-627-7332
